filename,mean_grain_diameter_px,grain_count,dominant_colors,color_percentages
images(246).jpg,25.6,14,"white, gray, gray","white: 22.5%, gray: 20.9%, gray: 19.5%"
images(247).jpg,26.12,11,"black, gray, gray","black: 27.0%, gray: 24.4%, gray: 22.8%"
images(248).jpg,14.43,25,"gray, gray, gray","gray: 33.6%, gray: 32.8%, gray: 15.7%"
images(249).jpg,11.71,45,"gray, white, gray","gray: 29.7%, white: 27.4%, gray: 19.8%"
images(25).jpg,127.21,2,"gray, gray, gray","gray: 32.2%, gray: 21.8%, gray: 21.8%"
images(250).jpg,13.53,18,"white, gray, gray","white: 56.4%, gray: 17.3%, gray: 12.0%"
images(251).jpg,12.98,29,"gray, gray, gray","gray: 34.3%, gray: 24.2%, gray: 22.1%"
images(252).jpg,28.75,11,"gray, gray, white","gray: 26.9%, gray: 22.0%, white: 21.6%"
images(253).jpg,29.02,4,"white, white, gray","white: 39.8%, white: 23.0%, gray: 13.4%"
images(254).jpg,33.0,5,"white, gray, white","white: 43.7%, gray: 16.9%, white: 16.0%"
images(255).jpg,16.8,25,"gray, gray, black","gray: 31.4%, gray: 22.7%, black: 19.6%"
images(256).jpg,28.08,10,"gray, white, black","gray: 27.6%, white: 26.0%, black: 17.2%"
images(259).jpg,60.84,4,"gray, gray, gray","gray: 27.4%, gray: 27.2%, gray: 21.6%"
images(26).jpg,16.1,5,"white, gray, white","white: 35.3%, gray: 25.7%, white: 24.2%"
images(260).jpg,78.88,4,"black, gray, gray","black: 27.8%, gray: 24.3%, gray: 20.4%"
images(261).jpg,25.5,14,"black, brown, gray","black: 23.3%, brown: 22.5%, gray: 21.7%"
images(262).jpg,251.98,1,"white, gray, gray","white: 59.6%, gray: 17.2%, gray: 13.9%"
images(263).jpg,10.27,39,"gray, gray, gray","gray: 32.7%, gray: 29.2%, gray: 20.5%"
images(264).jpg,12.42,35,"gray, white, gray","gray: 39.3%, white: 22.7%, gray: 20.9%"
images(265).jpg,8.02,36,"gray, gray, white","gray: 27.5%, gray: 23.8%, white: 21.6%"
images(266).jpg,220.39,1,"gray, black, white","gray: 24.2%, black: 23.3%, white: 23.3%"
images(267).jpg,42.19,6,"brown, gray, gray","brown: 24.7%, gray: 23.8%, gray: 22.0%"
images(268).jpg,60.24,4,"gray, gray, gray","gray: 28.4%, gray: 24.7%, gray: 19.6%"
images(269).jpg,25.19,14,"gray, gray, black","gray: 25.7%, gray: 21.0%, black: 20.2%"
images(27).jpg,23.82,5,"white, gray, gray","white: 74.0%, gray: 9.7%, gray: 7.0%"
images(270).jpg,25.95,9,"gray, gray, gray","gray: 28.3%, gray: 21.3%, gray: 20.8%"
images(271).jpg,21.73,9,"gray, gray, gray","gray: 23.6%, gray: 21.9%, gray: 21.2%"
images(272).jpg,14.89,16,"gray, gray, gray","gray: 33.2%, gray: 27.9%, gray: 16.9%"
images(273).jpg,15.48,23,"gray, gray, gray","gray: 28.6%, gray: 23.9%, gray: 23.4%"
images(274).jpg,109.56,2,"black, gray, white","black: 28.8%, gray: 23.4%, white: 19.2%"
images(275).jpg,30.93,11,"gray, gray, gray","gray: 32.3%, gray: 28.9%, gray: 20.4%"
images(276).jpg,21.85,18,"gray, white, gray","gray: 30.4%, white: 27.9%, gray: 18.7%"
images(277).jpg,251.05,1,"brown, black, gray","brown: 26.0%, black: 25.2%, gray: 21.3%"
images(278).jpg,11.83,23,"gray, gray, gray","gray: 29.8%, gray: 29.4%, gray: 18.5%"
images(279).jpg,180.19,1,"white, brown, maroon","white: 39.5%, brown: 21.5%, maroon: 15.1%"
images(28).jpg,0,0,"white, white, white","white: 54.9%, white: 18.7%, white: 16.5%"
images(280).jpg,252.38,1,"gray, gray, maroon","gray: 31.9%, gray: 27.5%, maroon: 17.6%"
images(281).jpg,15.58,13,"white, gray, gray","white: 25.0%, gray: 24.1%, gray: 23.6%"
images(282).jpg,105.02,2,"brown, gray, black","brown: 24.2%, gray: 22.2%, black: 21.9%"
images(283).jpg,32.1,8,"gray, gray, white","gray: 25.6%, gray: 25.6%, white: 21.8%"
images(284).jpg,14.35,35,"gray, gray, gray","gray: 24.9%, gray: 23.2%, gray: 22.4%"
images(285).jpg,10.4,18,"gray, gray, gray","gray: 31.5%, gray: 31.5%, gray: 26.5%"
images(286).jpg,251.23,1,"gray, gray, gray","gray: 28.1%, gray: 27.2%, gray: 19.0%"
images(287).jpg,12.74,31,"gray, gray, gray","gray: 29.0%, gray: 25.2%, gray: 17.4%"
images(288).jpg,12.48,21,"gray, gray, white","gray: 31.8%, gray: 22.8%, white: 19.3%"
images(289).jpg,8.45,77,"gray, gray, gray","gray: 29.6%, gray: 25.4%, gray: 22.8%"
images(29).jpg,20.06,22,"gray, white, gray","gray: 22.9%, white: 20.5%, gray: 20.0%"
images(290).jpg,16.77,11,"white, white, gray","white: 33.6%, white: 29.9%, gray: 19.9%"
images(291).jpg,121.94,2,"brown, white, black","brown: 25.3%, white: 25.0%, black: 19.7%"
images(292).jpg,12.83,27,"gray, gray, gray","gray: 28.6%, gray: 22.4%, gray: 19.2%"
images(293).jpg,22.43,10,"gray, gray, gray","gray: 31.8%, gray: 29.7%, gray: 18.3%"
images(294).jpg,248.26,1,"brown, gray, black","brown: 23.7%, gray: 23.0%, black: 21.4%"
images(295).jpg,15.66,28,"gray, navy, gray","gray: 37.7%, navy: 22.0%, gray: 20.2%"
images(297).jpg,16.48,18,"black, gray, white","black: 29.5%, gray: 26.5%, white: 24.3%"
images(298).jpg,247.18,1,"gray, gray, gray","gray: 25.4%, gray: 24.6%, gray: 20.6%"
images(299).jpg,11.22,18,"gray, gray, gray","gray: 35.4%, gray: 25.9%, gray: 15.3%"
images(3).jpg,111.7,1,"black, gray, gray","black: 42.3%, gray: 24.2%, gray: 15.9%"
images(30).jpg,57.84,9,"black, white, gray","black: 34.0%, white: 28.3%, gray: 17.8%"
images(300).jpg,27.02,9,"white, gray, gray","white: 29.7%, gray: 24.2%, gray: 16.9%"
images(301).jpg,30.06,8,"gray, brown, gray","gray: 25.4%, brown: 25.2%, gray: 21.4%"
images(302).jpg,251.08,1,"gray, gray, gray","gray: 32.2%, gray: 29.8%, gray: 17.1%"
images(303).jpg,251.79,1,"black, black, gray","black: 60.5%, black: 12.6%, gray: 10.2%"
images(305).jpg,124.25,2,"gray, gray, black","gray: 27.2%, gray: 27.1%, black: 20.1%"
images(306).jpg,26.67,9,"gray, white, gray","gray: 29.1%, white: 21.4%, gray: 20.2%"
images(307).jpg,20.04,16,"gray, gray, black","gray: 30.9%, gray: 20.5%, black: 19.6%"
