filename,mean_grain_diameter_px,grain_count,dominant_colors,color_percentages
37.jpg,29.55,10,"white, black, black","white: 62.8%, black: 14.6%, black: 14.5%"
370.jpg,332.53,1,"black, black, black","black: 70.1%, black: 16.9%, black: 6.8%"
371.jpg,86.7,4,"brown, gray, black","brown: 28.6%, gray: 23.0%, black: 18.8%"
38.jpg,34.01,11,"white, black, black","white: 56.8%, black: 18.2%, black: 15.6%"
39.jpg,67.03,5,"white, brown, black","white: 63.5%, brown: 14.9%, black: 10.8%"
4.jpg,146.41,2,"black, black, gray","black: 30.2%, black: 23.7%, gray: 21.0%"
40.jpg,42.65,13,"white, gray, black","white: 76.6%, gray: 10.2%, black: 6.2%"
41.jpg,22.63,45,"white, gray, black","white: 73.7%, gray: 9.9%, black: 8.0%"
42.jpg,237.96,1,"white, black, gray","white: 44.2%, black: 25.2%, gray: 13.0%"
43.jpg,30.22,16,"white, black, gray","white: 74.6%, black: 8.5%, gray: 6.5%"
44.jpg,234.36,1,"black, black, black","black: 41.7%, black: 31.5%, black: 18.4%"
46.jpg,32.2,16,"white, black, gray","white: 75.2%, black: 9.2%, gray: 6.5%"
47.jpg,21.94,22,"gray, gray, white","gray: 28.4%, gray: 23.4%, white: 22.0%"
48.jpg,9.1,45,"white, gainsboro, black","white: 91.5%, gainsboro: 3.3%, black: 2.0%"
49.jpg,9.87,35,"white, black, brown","white: 77.5%, black: 9.9%, brown: 5.0%"
5.jpg,160.95,1,"white, black, black","white: 55.4%, black: 19.1%, black: 13.3%"
50.jpg,168.94,4,"black, gray, gray","black: 24.4%, gray: 22.6%, gray: 20.7%"
51.jpg,665.03,1,"gray, black, navy","gray: 25.4%, black: 23.8%, navy: 23.6%"
52.jpg,179.83,2,"black, black, gray","black: 29.8%, black: 26.9%, gray: 22.0%"
53.jpg,73.59,5,"black, gray, black","black: 30.2%, gray: 29.7%, black: 25.2%"
54.jpg,73.06,5,"gray, gray, black","gray: 25.0%, gray: 22.7%, black: 19.7%"
55.jpg,18.09,30,"gray, gray, gray","gray: 29.5%, gray: 27.6%, gray: 18.1%"
56.jpg,91.15,4,"black, black, gray","black: 28.0%, black: 24.7%, gray: 23.4%"
57.jpg,352.58,1,"black, black, gray","black: 28.8%, black: 22.9%, gray: 20.8%"
58.jpg,352.58,1,"black, black, black","black: 45.7%, black: 31.7%, black: 16.2%"
59.jpg,91.13,13,"black, black, gray","black: 29.6%, black: 27.0%, gray: 25.1%"
6.jpg,286.0,1,"blue, gray, black","blue: 45.8%, gray: 22.8%, black: 16.4%"
60.jpg,412.67,1,"black, brown, black","black: 38.3%, brown: 21.7%, black: 21.3%"
61.jpg,43.92,33,"white, navy, black","white: 25.1%, navy: 23.5%, black: 20.4%"
62.jpg,87.41,29,"black, black, gray","black: 59.0%, black: 14.2%, gray: 11.5%"
63.jpg,291.16,1,"black, gray, black","black: 51.8%, gray: 21.0%, black: 17.9%"
64.jpg,227.93,1,"white, gray, black","white: 46.4%, gray: 26.5%, black: 19.5%"
65.jpg,80.73,3,"white, gray, black","white: 52.6%, gray: 20.9%, black: 14.1%"
66.jpg,201.11,1,"white, black, gray","white: 65.4%, black: 12.8%, gray: 9.9%"
67.jpg,1219.73,2,"black, black, darkgreen","black: 78.2%, black: 9.4%, darkgreen: 5.8%"
68.jpg,265.13,1,"white, black, black","white: 53.5%, black: 22.5%, black: 17.6%"
69.jpg,434.94,4,"gray, black, black","gray: 29.9%, black: 24.6%, black: 24.2%"
7.jpg,35.92,8,"black, white, darkgreen","black: 28.6%, white: 22.5%, darkgreen: 19.0%"
70.jpg,239.17,5,"gray, black, black","gray: 25.5%, black: 23.4%, black: 21.3%"
71.jpg,26.07,7,"white, black, gray","white: 71.5%, black: 8.9%, gray: 7.0%"
72.jpg,19.99,21,"white, gray, gray","white: 70.0%, gray: 12.0%, gray: 10.7%"
73.jpg,47.08,5,"white, black, white","white: 79.3%, black: 15.4%, white: 2.6%"
74.jpg,27.53,42,"white, navy, black","white: 56.7%, navy: 23.3%, black: 15.8%"
75.jpg,104.09,6,"black, gray, white","black: 41.6%, gray: 24.0%, white: 19.6%"
76.jpg,46.93,24,"black, maroon, gray","black: 38.3%, maroon: 27.9%, gray: 12.0%"
77.jpg,245.36,1,"white, black, brown","white: 40.2%, black: 20.6%, brown: 18.4%"
78.jpg,252.98,1,"white, black, gray","white: 48.7%, black: 17.2%, gray: 16.0%"
79.jpg,65.03,4,"white, black, brown","white: 47.9%, black: 19.2%, brown: 16.1%"
8.jpg,718.44,1,"black, black, black","black: 31.0%, black: 28.9%, black: 25.8%"
80.jpg,46.56,4,"white, brown, gray","white: 76.6%, brown: 10.8%, gray: 6.7%"
81.jpg,79.52,4,"white, black, black","white: 41.8%, black: 23.8%, black: 22.4%"
82.jpg,248.64,1,"white, brown, gray","white: 43.4%, brown: 19.3%, gray: 17.8%"
83.jpg,204.26,1,"white, gray, gray","white: 65.6%, gray: 18.0%, gray: 11.1%"
84.jpg,196.48,1,"white, gray, black","white: 57.9%, gray: 17.6%, black: 12.4%"
85.jpg,126.2,1,"white, gray, black","white: 79.1%, gray: 8.7%, black: 6.8%"
86.jpg,218.95,1,"white, gray, black","white: 61.1%, gray: 12.2%, black: 11.1%"
87.jpg,242.07,1,"white, black, gray","white: 46.4%, black: 25.9%, gray: 15.8%"
88.jpg,213.08,1,"white, gray, gray","white: 61.3%, gray: 12.7%, gray: 10.9%"
89.jpg,16.51,12,"white, gray, gray","white: 69.3%, gray: 13.9%, gray: 7.9%"
9.jpg,1105.74,1,"white, black, black","white: 67.8%, black: 13.6%, black: 12.7%"
90.jpg,61.42,3,"white, black, gray","white: 59.8%, black: 12.4%, gray: 12.0%"
91.jpg,240.86,1,"white, gray, gray","white: 47.9%, gray: 17.2%, gray: 17.1%"
92.jpg,92.65,2,"white, gray, gray","white: 65.8%, gray: 11.2%, gray: 11.0%"
93.jpg,55.0,4,"white, gray, gray","white: 62.6%, gray: 12.7%, gray: 11.8%"
94.jpg,176.4,1,"white, gray, black","white: 69.6%, gray: 13.0%, black: 9.7%"
95.jpg,287.7,1,"black, black, black","black: 41.2%, black: 38.8%, black: 11.3%"
96.jpg,209.16,1,"white, black, brown","white: 47.5%, black: 21.5%, brown: 19.2%"
97.jpg,340.6,1,"black, black, gray","black: 35.5%, black: 28.1%, gray: 21.7%"
98.jpg,87.04,6,"whitesmoke, gray, black","whitesmoke: 42.5%, gray: 23.7%, black: 21.4%"
99.jpg,975.66,1,"black, black, brown","black: 62.3%, black: 19.4%, brown: 10.5%"
