filename,mean_grain_diameter_px,grain_count,dominant_colors,color_percentages
287.jpg,10.4,83,"white, white, gray","white: 40.9%, white: 29.8%, gray: 16.0%"
288.jpg,15.16,110,"orange, orange, brown","orange: 31.0%, orange: 25.3%, brown: 21.9%"
289.jpg,27.25,25,"darkgreen, black, gray","darkgreen: 36.8%, black: 29.7%, gray: 19.0%"
29.jpg,185.52,4,"brown, maroon, brown","brown: 33.4%, maroon: 30.2%, brown: 23.8%"
290.jpg,12.06,110,"gray, gray, brown","gray: 29.9%, gray: 21.7%, brown: 19.0%"
291.jpg,19.58,67,"brown, gray, brown","brown: 32.0%, gray: 23.0%, brown: 21.2%"
292.jpg,14.1,53,"gray, gray, gray","gray: 28.9%, gray: 25.8%, gray: 22.8%"
293.jpg,25.37,31,"gray, brown, gray","gray: 31.1%, brown: 24.0%, gray: 23.8%"
294.jpg,89.55,7,"black, brown, black","black: 28.6%, brown: 28.0%, black: 20.1%"
295.jpg,589.7,1,"black, maroon, purple","black: 50.3%, maroon: 24.2%, purple: 16.4%"
296.jpg,15.48,142,"gray, gray, gray","gray: 29.8%, gray: 25.2%, gray: 20.2%"
297.jpg,96.29,6,"black, purple, orange","black: 52.5%, purple: 23.0%, orange: 12.4%"
298.jpg,56.17,13,"brown, black, gray","brown: 29.2%, black: 24.4%, gray: 19.0%"
299.jpg,12.31,114,"gray, gray, white","gray: 30.9%, gray: 25.1%, white: 19.5%"
3.jpg,26.45,28,"white, brown, brown","white: 28.8%, brown: 23.3%, brown: 20.7%"
30.jpg,11.3,16,"orange, orange, orange","orange: 31.2%, orange: 29.1%, orange: 17.7%"
300.jpg,11.58,121,"gray, gray, gray","gray: 27.7%, gray: 24.3%, gray: 23.4%"
301.jpg,9.12,231,"gray, gray, gray","gray: 31.9%, gray: 25.2%, gray: 22.0%"
302.jpg,11.61,165,"gray, white, gray","gray: 33.6%, white: 27.7%, gray: 15.4%"
303.jpg,63.66,10,"maroon, gray, brown","maroon: 32.5%, gray: 29.2%, brown: 20.9%"
304.jpg,38.08,45,"brown, brown, gray","brown: 32.3%, brown: 30.8%, gray: 21.9%"
305.jpg,12.0,129,"gray, gray, black","gray: 31.5%, gray: 28.5%, black: 15.9%"
306.jpg,10.92,1663,"gray, brown, gray","gray: 29.4%, brown: 21.8%, gray: 21.7%"
