filename,mean_grain_diameter_px,grain_count,dominant_colors,color_percentages
1 (455).jpg,27.31,15,"gray, gray, black","gray: 31.6%, gray: 26.3%, black: 17.8%"
1 (456).jpg,235.42,1,"gray, gray, gray","gray: 25.9%, gray: 22.7%, gray: 20.6%"
1 (458).jpg,251.79,1,"black, black, black","black: 31.1%, black: 27.1%, black: 21.3%"
1 (459).jpg,20.22,5,"white, gray, gray","white: 70.5%, gray: 11.8%, gray: 9.9%"
1 (46).jpg,18.37,6,"white, gray, gray","white: 49.1%, gray: 25.6%, gray: 17.1%"
1 (460).jpg,25.15,10,"gray, gray, gray","gray: 31.1%, gray: 26.8%, gray: 18.6%"
1 (461).jpg,16.75,26,"gray, gray, brown","gray: 28.8%, gray: 26.7%, brown: 18.5%"
1 (463).jpg,15.3,21,"gray, gray, white","gray: 30.6%, gray: 23.9%, white: 21.3%"
1 (464).jpg,18.01,15,"black, cyan, gray","black: 27.4%, cyan: 20.9%, gray: 19.4%"
1 (465).jpg,250.99,1,"black, black, gray","black: 37.4%, black: 24.6%, gray: 17.2%"
1 (466).jpg,6.04,5,"white, white, white","white: 42.0%, white: 25.2%, white: 15.8%"
1 (467).jpg,39.97,5,"black, gray, white","black: 32.3%, gray: 20.8%, white: 19.9%"
1 (468).jpg,4.96,85,"white, white, gray","white: 40.7%, white: 30.1%, gray: 15.9%"
1 (469).jpg,217.06,1,"gray, brown, white","gray: 31.3%, brown: 26.2%, white: 24.9%"
1 (47).jpg,39.89,3,"white, gray, white","white: 74.0%, gray: 7.8%, white: 6.9%"
1 (470).jpg,246.54,1,"gray, navy, gray","gray: 32.6%, navy: 25.2%, gray: 19.7%"
1 (471).jpg,7.53,11,"white, white, white","white: 45.0%, white: 20.1%, white: 16.2%"
1 (475).jpg,11.15,62,"gray, gray, gray","gray: 25.4%, gray: 23.1%, gray: 22.9%"
1 (476).jpg,5.68,13,"white, white, gray","white: 34.0%, white: 25.6%, gray: 25.1%"
1 (478).jpg,251.61,1,"maroon, gray, gray","maroon: 47.8%, gray: 17.9%, gray: 17.0%"
1 (479).jpg,60.9,6,"brown, brown, white","brown: 33.3%, brown: 29.7%, white: 21.1%"
1 (48).jpg,13.56,15,"gray, gray, white","gray: 31.0%, gray: 26.4%, white: 19.6%"
1 (481).jpg,50.9,5,"black, gray, white","black: 26.0%, gray: 20.0%, white: 18.2%"
1 (483).jpg,60.42,3,"white, white, gray","white: 44.5%, white: 19.9%, gray: 14.4%"
1 (486).jpg,116.36,2,"brown, black, gray","brown: 33.8%, black: 22.6%, gray: 17.2%"
1 (487).jpg,9.98,72,"gray, gray, gray","gray: 31.8%, gray: 24.6%, gray: 24.3%"
1 (488).jpg,17.41,10,"white, gray, gray","white: 32.4%, gray: 29.8%, gray: 27.0%"
1 (492).jpg,173.77,1,"white, navy, navy","white: 51.9%, navy: 17.2%, navy: 15.6%"
1 (494).jpg,0,0,"white, white, white","white: 42.4%, white: 30.7%, white: 16.5%"
1 (495).jpg,148.36,2,"black, gray, navy","black: 26.8%, gray: 25.2%, navy: 19.9%"
1 (496).jpg,0,0,"white, white, white","white: 30.9%, white: 29.4%, white: 17.7%"
1 (497).jpg,0,0,"white, white, white","white: 30.1%, white: 29.0%, white: 23.4%"
1 (498).jpg,23.96,14,"gray, white, gray","gray: 26.3%, white: 20.2%, gray: 20.0%"
1 (499).jpg,19.14,21,"gray, white, gray","gray: 30.4%, white: 20.6%, gray: 18.8%"
1 (500).jpg,12.05,20,"gray, gray, white","gray: 29.5%, gray: 26.8%, white: 25.0%"
1 (501).jpg,251.57,1,"black, black, gray","black: 32.4%, black: 28.7%, gray: 17.6%"
1 (503).jpg,7.54,15,"white, gray, white","white: 68.5%, gray: 9.6%, white: 8.7%"
1 (504).jpg,16.2,28,"brown, gray, orange","brown: 26.2%, gray: 25.0%, orange: 23.9%"
1 (506).jpg,4.37,9,"gray, gray, gray","gray: 32.8%, gray: 29.6%, gray: 17.0%"
1 (507).jpg,7.45,103,"gray, gray, gray","gray: 40.7%, gray: 24.0%, gray: 15.2%"
1 (509).jpg,13.25,34,"gray, gray, gray","gray: 26.9%, gray: 19.3%, gray: 19.2%"
1 (511).jpg,10.38,34,"gray, gray, gray","gray: 32.1%, gray: 28.8%, gray: 18.7%"
1 (513).jpg,10.18,16,"white, white, gray","white: 44.0%, white: 17.1%, gray: 15.0%"
1 (514).jpg,18.3,18,"gray, maroon, gray","gray: 23.8%, maroon: 22.3%, gray: 21.3%"
1 (515).jpg,17.97,14,"gray, gray, gray","gray: 25.2%, gray: 23.0%, gray: 21.3%"
1 (516).jpg,9.39,14,"gray, gray, gray","gray: 32.7%, gray: 26.6%, gray: 22.7%"
1 (518).jpg,63.2,1,"white, gray, white","white: 62.0%, gray: 14.0%, white: 8.7%"
1 (520).jpg,16.66,23,"gray, gray, white","gray: 30.3%, gray: 27.3%, white: 16.0%"
1 (521).jpg,67.81,3,"gray, brown, white","gray: 21.4%, brown: 21.4%, white: 21.1%"
1 (522).jpg,14.18,24,"white, gray, gray","white: 27.0%, gray: 20.3%, gray: 20.0%"
1 (529).jpg,17.62,16,"white, gray, white","white: 42.5%, gray: 20.4%, white: 16.6%"
1 (530).jpg,120.14,2,"black, white, brown","black: 34.2%, white: 22.3%, brown: 18.3%"
1 (531).jpg,20.55,25,"gray, gray, brown","gray: 28.7%, gray: 28.4%, brown: 24.4%"
1 (532).jpg,12.17,43,"gray, gray, gray","gray: 31.6%, gray: 23.5%, gray: 22.6%"
1 (533).jpg,38.83,5,"gray, white, gray","gray: 39.8%, white: 20.8%, gray: 18.1%"
1 (536).jpg,252.04,1,"black, black, black","black: 37.4%, black: 28.2%, black: 19.3%"
1 (544).jpg,21.08,18,"gray, gray, gray","gray: 31.7%, gray: 23.8%, gray: 20.2%"
1 (545).jpg,22.82,13,"gray, gray, gray","gray: 42.0%, gray: 21.8%, gray: 20.8%"
1 (547).jpg,23.15,12,"gray, gray, black","gray: 27.0%, gray: 26.2%, black: 24.1%"
1 (548).jpg,71.97,2,"white, gray, white","white: 35.6%, gray: 24.6%, white: 17.7%"
1 (550).jpg,4.7,17,"white, white, gray","white: 34.7%, white: 34.0%, gray: 17.4%"
1 (551).jpg,14.33,33,"gray, gray, gray","gray: 28.8%, gray: 24.7%, gray: 19.0%"
1 (552).jpg,20.03,20,"white, gray, gray","white: 27.0%, gray: 23.2%, gray: 20.4%"
1 (554).jpg,30.85,11,"gray, gray, brown","gray: 24.3%, gray: 23.0%, brown: 21.3%"
1 (555).jpg,4.24,2,"gray, white, gray","gray: 31.2%, white: 27.2%, gray: 22.7%"
1 (557).jpg,22.5,15,"gray, gray, gray","gray: 28.6%, gray: 27.5%, gray: 17.8%"
1 (558).jpg,8.88,21,"white, white, gray","white: 37.3%, white: 26.5%, gray: 22.9%"
1 (559).jpg,15.42,23,"white, gray, gray","white: 38.9%, gray: 19.3%, gray: 15.6%"
1 (565).jpg,16.78,3,"gray, gray, white","gray: 55.8%, gray: 15.6%, white: 13.9%"
1 (566).jpg,22.07,11,"gray, white, gray","gray: 27.6%, white: 19.7%, gray: 19.6%"
1 (567).jpg,13.91,8,"white, white, gray","white: 37.7%, white: 24.0%, gray: 19.6%"
1 (568).jpg,11.65,25,"gray, gray, white","gray: 29.4%, gray: 24.7%, white: 20.0%"
1 (569).jpg,111.71,1,"black, white, white","black: 28.3%, white: 24.6%, white: 23.3%"
1 (570).jpg,16.23,6,"gray, gray, gray","gray: 33.2%, gray: 23.9%, gray: 22.6%"
1 (571).jpg,102.11,1,"purple, purple, gray","purple: 32.4%, purple: 24.7%, gray: 20.4%"
1 (572).jpg,27.21,4,"whitesmoke, gray, white","whitesmoke: 42.1%, gray: 22.1%, white: 19.4%"
1 (573).jpg,8.18,13,"white, white, gray","white: 40.0%, white: 20.2%, gray: 19.0%"
1 (574).jpg,25.54,18,"gray, gray, gray","gray: 27.1%, gray: 26.0%, gray: 21.3%"
1 (575).jpg,21.57,2,"white, gray, white","white: 37.8%, gray: 24.3%, white: 17.8%"
1 (576).jpg,16.59,35,"gray, gray, gray","gray: 24.5%, gray: 23.9%, gray: 23.0%"
1 (577).jpg,12.22,9,"white, gray, gray","white: 69.6%, gray: 12.7%, gray: 8.7%"
1 (578).jpg,29.65,10,"darkgreen, gray, gray","darkgreen: 32.4%, gray: 21.5%, gray: 18.9%"
1 (579).jpg,251.94,1,"black, navy, white","black: 56.1%, navy: 13.3%, white: 12.0%"
1 (580).jpg,19.58,17,"gray, gray, gray","gray: 38.0%, gray: 22.5%, gray: 17.9%"
1 (581).jpg,0,0,"whitesmoke, white, white","whitesmoke: 31.2%, white: 26.9%, white: 23.5%"
1 (582).jpg,250.29,1,"navy, black, white","navy: 32.0%, black: 23.6%, white: 19.3%"
1 (583).jpg,30.02,8,"gray, white, brown","gray: 26.0%, white: 24.8%, brown: 22.1%"
1 (584).jpg,7.17,18,"white, white, gray","white: 29.6%, white: 26.1%, gray: 24.9%"
1 (585).jpg,16.42,6,"white, white, gray","white: 61.5%, white: 16.4%, gray: 12.3%"
1 (586).jpg,39.29,1,"whitesmoke, white, white","whitesmoke: 75.7%, white: 13.5%, white: 6.7%"
1 (587).jpg,0,0,"white, white, white","white: 42.3%, white: 25.5%, white: 13.8%"
1 (588).jpg,252.76,1,"gray, gray, white","gray: 35.0%, gray: 23.0%, white: 20.2%"
1 (589).jpg,32.39,8,"gray, white, gray","gray: 28.0%, white: 22.5%, gray: 22.1%"
1 (590).jpg,251.79,1,"gray, white, black","gray: 34.7%, white: 33.4%, black: 21.5%"
1 (591).jpg,18.31,17,"gray, gray, gray","gray: 33.0%, gray: 20.5%, gray: 16.6%"
1 (592).jpg,251.98,1,"gray, gray, gray","gray: 32.1%, gray: 22.0%, gray: 20.4%"
1 (593).jpg,7.62,2,"white, gray, white","white: 30.9%, gray: 27.8%, white: 20.4%"
1 (594).jpg,14.78,8,"gray, white, white","gray: 25.8%, white: 23.9%, white: 20.9%"
1 (595).jpg,14.59,23,"gray, gray, brown","gray: 31.5%, gray: 28.7%, brown: 19.4%"
1 (596).jpg,63.21,1,"white, gray, brown","white: 54.2%, gray: 15.0%, brown: 11.0%"
1 (597).jpg,89.37,1,"gray, white, gray","gray: 31.5%, white: 30.9%, gray: 25.0%"
1 (598).jpg,36.65,4,"white, navy, black","white: 28.2%, navy: 21.9%, black: 20.6%"
1 (599).jpg,37.07,8,"gray, black, white","gray: 25.8%, black: 23.6%, white: 18.6%"
1 (6).jpg,37.44,1,"gray, white, gray","gray: 27.7%, white: 24.0%, gray: 21.3%"
1 (600).jpg,252.11,1,"black, white, white","black: 49.2%, white: 18.1%, white: 16.7%"
1 (601).jpg,10.78,27,"white, white, gray","white: 50.1%, white: 16.9%, gray: 15.8%"
1 (602).jpg,11.08,12,"white, white, gray","white: 61.5%, white: 17.7%, gray: 8.6%"
1 (603).jpg,23.62,2,"white, gray, white","white: 47.6%, gray: 24.5%, white: 15.0%"
1 (604).jpg,46.56,6,"gray, gray, gray","gray: 29.4%, gray: 28.5%, gray: 18.1%"
